Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Chad,TCD,1981,3000,85,576,20160,37500,168.75,3010
Chad,TCD,1982,3000,85,630,20720,38125,178.13,3010
Chad,TCD,1983,3200,88,720,17935,36600,191.25,3080
Chad,TCD,1984,3200,88,720,13955,31050,193.13,3080
Chad,TCD,1985,3200,89,635.94,15148,32200,202.5,3220
Chad,TCD,1986,3200,91,627.12,17120,62160,212.5,3290
Chad,TCD,1987,3200,93,684,17558,61910,222.5,3395
Chad,TCD,1988,3200,95,702,17668,67408,235,3395
Chad,TCD,1989,3200,98,929.34,17188,68397,247.5,3535
Chad,TCD,1990,3242,100,942.3,16980,73245,260,3780
Chad,TCD,1991,1033.83,105,1020.1,44766,111000,327,4389
Chad,TCD,1992,1060.55,110,1103.56,47886,116880,342,4468.8
Chad,TCD,1993,1087.26,110,1194.37,51258,123120,360,4628.4
Chad,TCD,1994,1113.98,120,1291.22,54840,129600,378,4708.2
Chad,TCD,1995,1198.4,125,1396.61,58692,136560,396,4827.9
Chad,TCD,1996,1396.31,125,1510.04,62814,143760,414,4867.8
Chad,TCD,1997,1594.22,125,1632.53,67224,151440,432,4987.5
Chad,TCD,1998,1792.13,130,1764.36,71964,159480,465,5147.1
Chad,TCD,1999,1990.04,135,1906.62,77034,167880,480,5306.7
Chad,TCD,2000,2187.95,140,2059.62,82470,176760,510,5306.7
Chad,TCD,2001,2385.86,255,2224.49,88296,186120,673.8,5346.6
Chad,TCD,2002,2583.77,260,2402.45,94518,196080,776.38,5346.6
Chad,TCD,2003,2781.68,270,2593.85,101208,206520,897.99,5346.6
Chad,TCD,2004,2979.59,275,2800.84,108372,217440,1025.34,5586
Chad,TCD,2005,3088.14,277,3022.95,116058,228960,1170.23,5586
Chad,TCD,2006,2969.19,291,3262.41,124290,241080,1297.08,5649.84
Chad,TCD,2007,3250,350,3520.59,133116,253920,1658.35,5825.4
Chad,TCD,2008,3574.42,400,3798.92,142572,267360,2724.19,5881.26
Chad,TCD,2009,3878.02,400,4097.95,152718,281640,2384.64,5937.12
Chad,TCD,2010,4182.06,430,4420.11,163614,296520,2389.45,5985
Chad,TCD,2011,4500,430,4766.96,175266,312240,2420.82,6048.84
Chad,TCD,2012,4750,450,5140.12,187782,328800,2411.04,6080.76
Chad,TCD,2013,4750,470,5542.23,201204,346320,2445.28,6104.7
Chad,TCD,2014,4751.34,490,5974.02,215586,364680,2713.39,6304.2
Chad,TCD,2015,5183.38,480,5411.46,230358.06,384022,2200,6120.66
Chad,TCD,2016,4894.91,979.1,4882.68,247585.34,397527,2700,6155.65
Chad,TCD,2017,5079.97,986.85,5828.35,265632.9,420468,2500,6172.4
Chad,TCD,2018,5071.91,964.51,6581.51,283045.4,438585.47,2542.43,6481.52
Chad,TCD,2019,5236.36,1008.74,7004.8,302057.38,457430.75,2605.57,6515.13
Chad,TCD,2020,5344.89,1054.99,7495.8,322798.84,477198.72,2548.31,6550.55
Chad,TCD,2021,5541.6,1103.35,8021.07,345885.12,491710.8,2558.15,6596.46
Chile,CHL,1961,,3320,,29385,147839,29000,19800
Chile,CHL,1962,,3100,,28014,157793,25000,20000
Chile,CHL,1963,,3300,,28461,159805,25000,22000
Chile,CHL,1964,,4500,,23979,132678,27000,24000
Chile,CHL,1965,,4500,,27045,137012,32516,26000
Chile,CHL,1966,,4450,,26651,151443,34430,36000
Chile,CHL,1967,,4300,,29027,157292,36625,42000
Chile,CHL,1968,,4900,,33200,172154,41639,47000
Chile,CHL,1969,,6335,,32250,166698,42184,54000
Chile,CHL,1970,,5637,,28407,176065,44387,55700
Chile,CHL,1971,,6806,,30892,152069,45161,45000
Chile,CHL,1972,,6905,,22588,117782,51346,61100
Chile,CHL,1973,,3818,,18521,89185,49176,50800
Chile,CHL,1974,,2701,,22005,175232,49902,55800
Chile,CHL,1975,,3069,,23665,215479,29960,43800
Chile,CHL,1976,,3734,,20423,198148,24880,38000
Chile,CHL,1977,,4926,,20580,173287,28891,44227
Chile,CHL,1978,,6220,,19627,164858,33815,58572
Chile,CHL,1979,,8806,,21993,167468,42541,78900
Chile,CHL,1980,,9743,,19778,162267,49743,109600
Chile,CHL,1981,,7706,,19920,184624,55839,127800
Chile,CHL,1982,,6103,,19196,194566,57703,120100
Chile,CHL,1983,,11036,,17627,208125,59228,87400
Chile,CHL,1984,,13800,,16208,196832,59133,74300
Chile,CHL,1985,,12377,,17785,174832,66046,72735
Chile,CHL,1986,,9121,,17444,177112,75495,79301
Chile,CHL,1987,,9170,,18778,174617,88255,99716
Chile,CHL,1988,,8741,,18383,196816,100113,111392
Chile,CHL,1989,,10248,,17313,221379,113225,111009
Chile,CHL,1990,,10807,,19200,242452,123171,124330
Chile,CHL,1991,,11533,,17771,229790,128835,140700
Chile,CHL,1992,,9513,,17194,199972,137571,207578
Chile,CHL,1993,,6582,,17692,224099,147282,246795
Chile,CHL,1994,,7162,,16500,239615,160814,299216
Chile,CHL,1995,,10800,,14549,257792,172410,314296
Chile,CHL,1996,,11500,,13468,259488,184698,337904
Chile,CHL,1997,,11965,,15121,262105,208703,346128
Chile,CHL,1998,,11213,,16645,256343,235014,376460
Chile,CHL,1999,,9512,,17793,226361,243693,385858
Chile,CHL,2000,,9491,,16487,226363,261477,431703
Chile,CHL,2001,,10770,,15960,217640,303006,477533
Chile,CHL,2002,,11055,,15167,199957,350721,445310
Chile,CHL,2003,,10275,,14755,191784,365343,458518
Chile,CHL,2004,,9565,,14759,208258,372845,528517
Chile,CHL,2005,,8826,,14537,215584,410664,543651
Chile,CHL,2006,,9418,,16530,237553,467866,613670
Chile,CHL,2007,,8606,,16071,241677,498706,580971
Chile,CHL,2008,,8926,,16800,240257,522423,611442
Chile,CHL,2009,,7281,,16458,209853,513741,603966
Chile,CHL,2010,,7448,,16305,210744,498489,593722
Chile,CHL,2011,,8324,,16907.2,190979,527857,650972
Chile,CHL,2012,,8909,,15372,197459,583671,669348
Chile,CHL,2013,,7615,,14606.24,206200,550033,675597
Chile,CHL,2014,,7554,,15713.72,224112,520074,663806
Chile,CHL,2015,,8489.24,,14202.62,225261.42,523831.5,710762.9
Chile,CHL,2016,,8008.17,,13292.99,215022.73,520566.8,741732.5
Chile,CHL,2017,,7477.44,,14261.57,203104.02,490341.8,703031.94
Chile,CHL,2018,,6917.03,,15561.01,199314.02,520857.75,762317.56
Chile,CHL,2019,,6875.5,,13809.97,208313.1,536011.2,769172.25
Chile,CHL,2020,,8933.85,,13961.67,223362.7,574165.2,767924.5
Chile,CHL,2021,,10615.73,,13094.53,209971.6,589585.2,751903.7
China,CHN,1961,,21600,7040,100000,59500,1370000,622000
China,CHN,1962,,22320,7040,100000,80000,1780000,648500
China,CHN,1963,,22800,8140,120000,107000,3300000,672500
China,CHN,1964,,24720,9240,140000,120000,4500000,694000
China,CHN,1965,,26520,10120,160000,134000,5250000,723000
China,CHN,1966,,28440,11000,190000,146000,5700000,744500
China,CHN,1967,,28800,11000,197000,152500,6000000,776000
China,CHN,1968,,29160,11000,202000,153000,5900000,797500
China,CHN,1969,,29880,11000,206000,158000,5700000,833000
China,CHN,1970,,31320,11000,210000,158000,5635000,855500
China,CHN,1971,,34680,11000,235000,180000,6550000,897000
China,CHN,1972,,35760,11000,255000,193000,7300000,948500
China,CHN,1973,,37200,11000,280000,214000,7300000,990000
China,CHN,1974,,38640,11000,290000,226000,7250000,1041500
China,CHN,1975,,39960,11000,309000,235000,7460000,1073000
China,CHN,1976,,40680,11000,290000,229000,7330000,1143500
China,CHN,1977,,41160,11000,305000,239000,7300000,1196000
China,CHN,1978,,41160,11000,320000,239000,8048000,1257500
China,CHN,1979,,40440,11000,377000,273000,10015000,1306500
China,CHN,1980,,40080,11000,450000,300000,11341000,1355500
China,CHN,1981,,39960,12100,475000,310000,11884000,1387000
China,CHN,1982,,39480,13200,525000,320000,12718000,1443500
China,CHN,1983,,40200,12980,545000,357000,13161000,1485000
China,CHN,1984,,40800,13640,586000,409000,14447000,1524000
China,CHN,1985,,43200,14300,593000,467000,16547000,1592000
China,CHN,1986,,45600,14960,622000,589000,17167000,1879000
China,CHN,1987,,49800,15400,719000,792000,18349008,2194000
China,CHN,1988,,50400,15840,802000,950400,19974250,2744000
China,CHN,1989,,52200,16500,962000,1063000,21015720,2820000
China,CHN,1990,,54000,17160,1068000,1234000,22354800,3159000
China,CHN,1991,,57600,7040,1180000,1494500,24523000,3900000
China,CHN,1992,,63960,9020,1250000,1738450,26353000,4500000
China,CHN,1993,,58320,10010,1373000,2189000,28544000,5736000
China,CHN,1994,,115776,11682,1480000,2384500,32048300,6500000
China,CHN,1995,,138120,11000,1745000,2870500,36483700,8000000
China,CHN,1996,,168000,10340,1810000,3226300,31580000,8063000
China,CHN,1997,,152760,10560,2128000,3953300,35963000,9416000
China,CHN,1998,,151200,13420,2346000,4351000,38837000,10436000
China,CHN,1999,,163320,14740,2513000,5054000,40056000,10965000
China,CHN,2000,,175320,14740,2641300,5131200,39659900,11890000
China,CHN,2001,,185400,14300,2718000,5086000,40517000,11760800
China,CHN,2002,,178680,15180,2835000,5219000,41231000,11969000
China,CHN,2003,,188040,14300,3087000,5425000,42386000,12388000
China,CHN,2004,,187512,14432,3329000,5604000,43410000,12511000
China,CHN,2005,,188004,14388,3500600,5681000,45553300,13357000
China,CHN,2006,,184584,14960,3677300,5903300,46504500,13583000
China,CHN,2007,,181440,16280,3856800,6262200,42878200,14476000
China,CHN,2008,,169920,17820,3932400,6176800,46205000,15336000
China,CHN,2009,,174240,13860,3994300,6261800,48907600,15949000
China,CHN,2010,,178080,14300,4060200,6290700,50712400,16561000
China,CHN,2011,,193080,14740,3979600,6107100,50604000,17088000
China,CHN,2012,,192000,14740,4045000,6147500,53427000,18230000
China,CHN,2013,,179112,16940,4099000,6130900,54930300,17980000
China,CHN,2014,,195000,16966.09,4276300,6157200,56713900,17510000
China,CHN,2015,,198000,16834.64,4399300,6168900,56454000,18260000
China,CHN,2016,,192633.55,17310.21,4602500,6169100,54255000,18880000
China,CHN,2017,,163417.22,16613.8,4710700,6346200,54517970,18970000
China,CHN,2018,,130341.73,22115.2,4750700,6440600,54037356,19940000
China,CHN,2019,,144828.45,28350.73,4875200,7334692.5,42553070,22390000
China,CHN,2020,,157281.42,28968.36,4923100,7394540,41133300,23610000
China,CHN,2021,,135362.77,32748.96,5140800,7633263.5,52959300,23800000
China (FAO),,1966,1105,28440,11000,190556,181123,6089111,836900
China (FAO),,1967,2064,28800,11000,197591,185539,6418969,875881
China (FAO),,1968,2980,29160,11000,202515,188982,6332979,905396
China (FAO),,1969,4800,29880,11000,206511,196169,6153643,946180
China (FAO),,1970,4560,31320,11000,210589,197593,6138780,970739
China (FAO),,1971,4840,34680,11000,235754,215087,7091292,1025255
China (FAO),,1972,4600,35760,11000,255617,229905,7874478,1101831
China (FAO),,1973,3320,37200,11000,280603,250499,7941115,1141440
China (FAO),,1974,3800,38640,11000,290579,258423,7849644,1196960
China (FAO),,1975,3800,39960,11000,309686,270471,7995669,1239438
China (FAO),,1976,4000,40680,11000,290738,270354,7983648,1330341
China (FAO),,1977,4000,41160,11000,305702,284676,8018553,1441254
China (FAO),,1978,4000,41160,11000,320503,282126,8772206,1531492
China (FAO),,1979,4500,40440,11000,377482,315437,10868606,1590558
China (FAO),,1980,4500,40080,11000,450501,342066,12125430,1662943
China (FAO),,1981,4500,39960,12100,475510,352093,12674096,1733892
China (FAO),,1982,5000,39480,13200,525461,363742,13527814,1809193
China (FAO),,1983,5000,40200,12980,545459,401873,14008882,1903139
China (FAO),,1984,5150,40800,13640,586537,453312,15366156,1939011
China (FAO),,1985,5300,43200,14300,593524,511136,17566976,2016600
China (FAO),,1986,5350,45600,14960,622602,634091,18239358,2321471
China (FAO),,1987,5480,49800,15400,719565,838172,19490156,2687373
China (FAO),,1988,5480,50400,15840,802628,997068,21092872,3254625
China (FAO),,1989,5600,52200,16500,962676,1108537,22133652,3370524
China (FAO),,1990,5700,54000,17160,1068576,1279924,23559488,3740003
China (FAO),,1991,5800,57600,7040,1180614.8,1538585.2,25824122,4479763.5
China (FAO),,1992,5900,63960,9020,1250755,1780731,27647176,5120819
China (FAO),,1993,6000,58320,10010,1374674.2,2227504,29836492,6407831.5
China (FAO),,1994,6098.4,115776,11682,1482525.1,2420201.8,33426476,7173750
China (FAO),,1995,6195.22,138120,11000,1748698.5,2903232.5,37885024,8674031
China (FAO),,1996,6290.2,168000,10340,1814550.2,3253778.8,33014694,8794685
China (FAO),,1997,6383.26,152760,10560,2132432.2,3975263.2,37156348,10219776
China (FAO),,1998,6474.32,151200,13420,2349977.2,4376425.5,39900430,11222433
China (FAO),,1999,6563.3,163320,14740,2517015,5079177,41049332,11761396
China (FAO),,2000,6650.11,175320,14740,2644988.2,5155924,40751530,12688865
China (FAO),,2001,6734.67,185400,14300,2721251.2,5107845,41654252,12524013
China (FAO),,2002,6797.92,178680,15180,2838057.2,5239939,42322776,12732083
China (FAO),,2003,6896.7,188040,14300,3089977.2,5445101,43433464,13135215
China (FAO),,2004,6969.25,187512,14432,3331887.2,5624749,44478788,13236763
China (FAO),,2005,7039.22,188004,14388,3503949.2,5702119,46622210,14055218
China (FAO),,2006,7106.51,184584,14960,3681356.2,5924165,47590464,14285777
China (FAO),,2007,7171.04,181440,16280,3860513.2,6281250,43933236,15171768
China (FAO),,2008,7232.72,169920,17820,3935723,6191894,47190350,15992412
China (FAO),,2009,7291.48,174240,13860,3997467,6277307,49897956,16616631
China (FAO),,2010,7347.23,178080,14300,4063074.8,6306441,51693864,17243044
China (FAO),,2011,7400,193080,14740,3982223.2,6122687,51593350,17799826
China (FAO),,2012,7450,192000,14740,4047428.8,6162275,54435720,18893962
China (FAO),,2013,7500,179112,16940,4101028.2,6146293,55917320,18622144
China (FAO),,2014,7550.5,195000,16966.09,4278401.5,6172446,57661870,18195050
China (FAO),,2015,7652.47,198000,16834.64,4504454,6183522.5,57415740,18911104
China (FAO),,2016,7741.22,192633.55,17310.21,4701355.5,6183351,55206920,19565248
China (FAO),,2017,7831.25,163417.22,16613.8,4810186,6360638,55455396,19647366
China (FAO),,2018,7839.41,130341.73,22115.2,4849562.5,6454806.5,54991696,20672530
China (FAO),,2019,7901.56,144828.45,28350.73,4969611.5,7349453.5,43497804,23157252
China (FAO),,2020,7964.04,157281.42,28968.36,5015270,7409742.5,42102156,24405280
China (FAO),,2021,8026.53,135362.77,32748.96,5229868,7648562,53907070,24617630
China (FAO),,1961,,21600,7040,100394,79408,1606569,693078
China (FAO),,1962,,22320,7040,100436,107441,2042428,720804
China (FAO),,1963,,22800,8140,120397,134654,3606120,746756
China (FAO),,1964,,24720,9240,140461,152531,4825433,772082
China (FAO),,1965,,26520,10120,160476,167752,5595767,810372
Colombia,COL,1961,,2500,,5550,328000,75115,30140
Colombia,COL,1962,,2500,,6180,361400,72250,33000
Colombia,COL,1963,,2500,,6745,375000,71720,38500
Colombia,COL,1964,,2500,,7175,390000,65755,40150
Colombia,COL,1965,,3125,,7900,392300,64350,41800
Colombia,COL,1966,,2500,,8225,362600,65050,39500
Colombia,COL,1967,,2500,,8140,359100,72830,41000
Colombia,COL,1968,,2500,,8485,376500,69030,43000
Colombia,COL,1969,,2500,,8300,390000,66690,45000
Colombia,COL,1970,,3750,,8885,417800,69030,46000
Colombia,COL,1971,,6250,,9160,462000,71140,44000
Colombia,COL,1972,,2500,,8780,425000,72070,46000
Colombia,COL,1973,,2500,,8400,408000,83450,48536
Colombia,COL,1974,,2500,,8820,423000,83000,62460
Colombia,COL,1975,,3125,,8770,470000,98245,63043
Colombia,COL,1976,,3125,,9285,544502,99646,69836
Colombia,COL,1977,,3750,,9810,540468,99934,79141
Colombia,COL,1978,,3750,,10230,570400,104677,89348
Colombia,COL,1979,,5000,,10780,597085,95130,102751
Colombia,COL,1980,,5000,,10965,593223,93955,108910
Colombia,COL,1981,,5000,,11600,624254,105400,109806
Colombia,COL,1982,,5000,,12200,587004,100800,125000
Colombia,COL,1983,,5000,,13000,553055,111000,126160
Colombia,COL,1984,,5000,,12316,587889,113859,137400
Colombia,COL,1985,,6875,,12652,585859,118160,151300
Colombia,COL,1986,,5125,,12440,580541,122960,186310
Colombia,COL,1987,,5250,,12604,569390,122000,214675
Colombia,COL,1988,,5250,,13307,622408,131000,276675
Colombia,COL,1989,,5250,,12460,691676,125900,280395
Colombia,COL,1990,,5250,,12502,746107,133490,297648
Colombia,COL,1991,,5250,,11901.78,701007,133430,386100
Colombia,COL,1992,,5250,,12500.97,594586,134710,408200
Colombia,COL,1993,,5250,,13397.91,602550,134000,445095
Colombia,COL,1994,,5250,,13397.1,646274,133200,498781
Colombia,COL,1995,,5250,,13419.45,702334,133185,553055
Colombia,COL,1996,,5250,,12275.63,730034,128700,464527
Colombia,COL,1997,,5250,,13495.28,762988,103000,432750
Colombia,COL,1998,,5250,,12377.06,766000,75409,507000
Colombia,COL,1999,,5375,,12075,716000,107000,496000
Colombia,COL,2000,,5437.5,,13597.78,745000,105000,504395
Colombia,COL,2001,,5500,,11842.04,700000,98431,595586
Colombia,COL,2002,,5562.5,,10528.42,675000,109189,649037
Colombia,COL,2003,,5675,,9850.69,642242,123886,678070
Colombia,COL,2004,,5750,,8506.2,717288,129866,709182
Colombia,COL,2005,,5625,,7289.74,792168,127679,762870
Colombia,COL,2006,,5125,,6198.62,827220,148239,849830
Colombia,COL,2007,,5312.5,,5373.19,856261,177196,924896
Colombia,COL,2008,,5375,,4240.63,917368,169821,1010659
Colombia,COL,2009,,5562.5,,3607.8,810068,171254,1019864.25
Colombia,COL,2010,,4712.5,,3339.18,766591,196614.05,1066943
Colombia,COL,2011,,4300,,2630.36,822781.7,216234.62,1074958.8
Colombia,COL,2012,,3875,,1566.39,856256.6,330798.2,1112246
Colombia,COL,2013,,3500,,703,858565.25,244307,1274270
Colombia,COL,2014,,2432.28,,939,840559.1,263151,1359153
Colombia,COL,2015,,2500,,1035,858839.8,305105,1424388
Colombia,COL,2016,,3656.36,,1423,801762.2,349125,1478922.8
Colombia,COL,2017,,3701.18,,1469,767330.9,351867.47,1563607.1
Colombia,COL,2018,,3563.17,,1586,778878.25,382942.62,1629659.1
Colombia,COL,2019,,4109.41,,1819,776679.9,422076.66,1693178.4
Colombia,COL,2020,,6047.99,,1027,751038,439682,1619784
Colombia,COL,2021,,5745.65,,1005.7,767002.06,460707.28,1694334.9
Comoros,COM,1961,,,,308,637,,148
Comoros,COM,1962,,,,306,710,,148
Comoros,COM,1963,,,,300,780,,152
Comoros,COM,1964,,,,298,851,,154
Comoros,COM,1965,,,,297,924,,156
Comoros,COM,1966,,,,290,1100,,156
Comoros,COM,1967,,,,273,1210,,160
Comoros,COM,1968,,,,270,1265,,164
Comoros,COM,1969,,,,268,1320,,168
Comoros,COM,1970,,,,266,1375,,172
Comoros,COM,1971,,,,267,1430,,178
Comoros,COM,1972,,,,269,1430,,184
Comoros,COM,1973,,,,271,1430,,190
Comoros,COM,1974,,,,276,1485,,196
Comoros,COM,1975,,,,278,1540,,204
Comoros,COM,1976,,,,294,1606,,212
Comoros,COM,1977,,,,288,1672,,216
Comoros,COM,1978,,,,300,1738,,220
Comoros,COM,1979,,,,303,1364,,224
Comoros,COM,1980,,,,306,1320,,232
Comoros,COM,1981,,,,313,1276,,280
Comoros,COM,1982,,,,321,1232,,296
Comoros,COM,1983,,,,333,1188,,328
Comoros,COM,1984,,,,341,1144,,336
Comoros,COM,1985,,,,353,1100,,344
Comoros,COM,1986,,,,374,1056,,352
Comoros,COM,1987,,,,418,1018,,376
Comoros,COM,1988,,,,432,1034,,392
Comoros,COM,1989,,,,445,1045,,400
Comoros,COM,1990,,,,415,945,,416
Comoros,COM,1991,,,,413.5,970.2,,429.6
Comoros,COM,1992,,,,413.5,990,,444
Comoros,COM,1993,,,,423.5,1012,,457.6
Comoros,COM,1994,,,,431.5,1019.92,,472
Comoros,COM,1995,,,,434.25,1005.4,,464
Comoros,COM,1996,,,,440.75,1012,,480
Comoros,COM,1997,,,,445.5,902,,480
Comoros,COM,1998,,,,507.25,951.5,,496
Comoros,COM,1999,,,,601,968,,504
Comoros,COM,2000,,,,432.5,1012,,512
Comoros,COM,2001,,,,435.5,1100,,520
Comoros,COM,2002,,,,442.5,1265,,524
Comoros,COM,2003,,,,439.75,1100,,560
Comoros,COM,2004,,,,442.75,1243,,576
Comoros,COM,2005,,,,453,1100,,560
Comoros,COM,2006,,,,464.5,1265,,568
Comoros,COM,2007,,,,472.25,1232,,544
Comoros,COM,2008,,,,471.5,1232,,544
Comoros,COM,2009,,,,468.5,1243,,536
Comoros,COM,2010,,,,473.5,1243,,568
Comoros,COM,2011,,,,478.5,1243,,576
Comoros,COM,2012,,,,480,1265,,576
Comoros,COM,2013,,,,481.5,1265,,576
Comoros,COM,2014,,,,478.21,1232.92,,564.35
Comoros,COM,2015,,,,475.45,1224.55,,562.87
Comoros,COM,2016,,,,472.75,1212.16,,569.91
Comoros,COM,2017,,,,471.43,1225,,574.73
Comoros,COM,2018,,,,472.43,1225.86,,572.29
Comoros,COM,2019,,,,472.01,1222.62,,569.88
Comoros,COM,2020,,,,472.43,1224.72,,569.89
Comoros,COM,2021,,,,472.84,1226.83,,569.9
Congo,COG,1961,7000,,,248,301,1164.8,970
Congo,COG,1962,7200,,,243,407,1209.6,970
Congo,COG,1963,7500,,,238,535,1254.4,990
Congo,COG,1964,7600,,,233,605,1120,990
Congo,COG,1965,7700,,,228,577,1030.4,960
Congo,COG,1966,7800,,,222,624,940.8,960
Congo,COG,1967,7900,,,222,780,806.4,1100
Congo,COG,1968,8000,,,236,1154,1120,1050
Congo,COG,1969,8100,,,249,1154,1344,1060
Congo,COG,1970,8200,,,260,1186,1657.6,1080
Congo,COG,1971,8300,,,271,1061,1657.6,1230
Congo,COG,1972,8400,,,285,1092,1657.6,1230
Congo,COG,1973,8500,,,294,1170,1612.8,1400
Congo,COG,1974,8600,,,317,1326,1612.8,1200
Congo,COG,1975,8700,,,342,1404,1775.2,1500
Congo,COG,1976,8800,,,375,1638,2004.8,2500
Congo,COG,1977,8900,,,404,1638,2055.2,2600
Congo,COG,1978,9000,,,452,2340,2178.4,2780
Congo,COG,1979,10000,,,491,2340,1568,2730
Congo,COG,1980,10200,,,550,2106,1181.6,3400
Congo,COG,1981,10300,,,619,2184,985.6,4540
Congo,COG,1982,10400,,,651,2340,1080.8,4600
Congo,COG,1983,10500,,,684,2449,1114.4,4680
Congo,COG,1984,10600,,,755,2324,1377.6,4700
Congo,COG,1985,10600,,,787,2028,1556.8,5000
Congo,COG,1986,10700,,,882,1778,1982.4,5060
Congo,COG,1987,10800,,,963,1607,2122.4,5100
Congo,COG,1988,10800,,,1031,1521,2234.4,5150
Congo,COG,1989,11000,,,1093,1373,1988,5200
Congo,COG,1990,11143,,,1200,1716,2016,5300
Congo,COG,1991,11200,,,1158.7,1372.8,2060.8,5300
Congo,COG,1992,11500,,,1156.5,1216.8,2072,5400
Congo,COG,1993,11800,,,1164.2,1263.6,2128,5500
Congo,COG,1994,12000,,,1166.9,1294.8,2184,5600
Congo,COG,1995,12200,,,1164.2,1310.4,2240,5700
Congo,COG,1996,12400,,,1156.5,1341.6,2296,5800
Congo,COG,1997,13000,,,1142.2,1404,2324,5800
Congo,COG,1998,15000,,,1126,1341.6,2380,5700
Congo,COG,1999,16000,,,1126,1560,1350,5800
Congo,COG,2000,16647.03,,,1090.5,1622.4,1395,5800
Congo,COG,2001,17539.26,,,1090.5,1684.8,1410,5800
Congo,COG,2002,18000,,,1123,1716,1440,5000
Congo,COG,2003,19839.27,,,1123,1872,1450,5200
Congo,COG,2004,21000,,,1190,2808,1500,5500
Congo,COG,2005,24000,,,1242,3744,1520,5650
Congo,COG,2006,26000,,,1245,4680,1560,5640
Congo,COG,2007,28000,,,1275.02,5538,1600,5690
Congo,COG,2008,30000,,,1327,6080,1716,5850
Congo,COG,2009,32000,,,1446,5638,1831,6000
Congo,COG,2010,35597.82,,,1470,6150,1850,6250
Congo,COG,2011,41000,,,1495,6396,1890,6500
Congo,COG,2012,43621.76,,,1515,6552,1925,6600
Congo,COG,2013,40305.52,,,1535.89,6153.84,2000,6700
Congo,COG,2014,38766.63,,,1505.69,5891.81,1885.33,6541.25
Congo,COG,2015,46931.19,,,1482.94,5799.84,1739.26,6495.46
Congo,COG,2016,42001.11,,,1475.45,5783.51,1716.08,6563.91
Congo,COG,2017,43969.73,,,1474.14,5828.24,1517.81,6536.76
Congo,COG,2018,44146.4,,,1494.55,5807.53,1642.65,6757.2
Congo,COG,2019,46194.5,,,1502.02,5744.03,1617.75,6741.69
Congo,COG,2020,46886.58,,,1510.53,5706.27,1588.62,6777.26
Congo,COG,2021,48841.58,,,1519.07,5668.98,1557.36,6811.73
Cook Islands,COK,1961,,,,9,5,165,40
Cook Islands,COK,1962,,,,9,5,168,40
Cook Islands,COK,1963,,,,9,5,172.5,41
Cook Islands,COK,1964,,,,9,5,165,42
Cook Islands,COK,1965,,,,10,6,219,43
Cook Islands,COK,1966,,,,8,14,72,45
Cook Islands,COK,1967,,,,8,5,145.2,46
Cook Islands,COK,1968,,,,7,5,145.2,48
Cook Islands,COK,1969,,,,6,5,145.2,50
Cook Islands,COK,1970,,,,5,6,145.2,52
Cook Islands,COK,1971,,,,15,6,145.2,54
Cook Islands,COK,1972,,,,4,6,90,56
Cook Islands,COK,1973,,,,3,7,120,58
Cook Islands,COK,1974,,,,8,7,210,58
Cook Islands,COK,1975,,,,8,8,240,59
Cook Islands,COK,1976,,,,8,7,424.98,59
Cook Islands,COK,1977,,,,9,8,465,60
Cook Islands,COK,1978,,,,9,8,465,60
Cook Islands,COK,1979,,,,9,7,465,61
Cook Islands,COK,1980,,,,9,7,468,56
Cook Islands,COK,1981,,,,9,7,471,52
Cook Islands,COK,1982,,,,8,7,480,48
Cook Islands,COK,1983,,,,8,7,478.5,44
Cook Islands,COK,1984,,,,8,7,480,40
Cook Islands,COK,1985,,,,8,7,480,36
Cook Islands,COK,1986,,,,8,7,480,32
Cook Islands,COK,1987,,,,8,7,450,24
Cook Islands,COK,1988,,,,8,7,420,16
Cook Islands,COK,1989,,,,8,6,390,16
Cook Islands,COK,1990,,,,8,5,360,20
Cook Islands,COK,1991,,,,8.25,4.5,330,20
Cook Islands,COK,1992,,,,18,1.8,270,24
Cook Islands,COK,1993,,,,6,3.6,360,8
Cook Islands,COK,1994,,,,7.5,4,420,12
Cook Islands,COK,1995,,,,7.5,3,480,16
Cook Islands,COK,1996,,,,7.5,2,600,72
Cook Islands,COK,1997,,,,7.5,2,688.67,80
Cook Islands,COK,1998,,,,9.38,10,735.21,80
Cook Islands,COK,1999,,,,7.54,6,612.57,64
Cook Islands,COK,2000,,,,8.24,6,586.65,48
Cook Islands,COK,2001,,,,7.5,5,520.14,32
Cook Islands,COK,2002,,,,6,3,511.3,32
Cook Islands,COK,2003,,,,4.5,3,519.9,24
Cook Islands,COK,2004,,,,2.25,2,549.9,14.4
Cook Islands,COK,2005,,,,2.25,2,549.9,14.4
Cook Islands,COK,2006,,,,2.25,2,549.9,14.4
Cook Islands,COK,2007,,,,2.33,3,555,20
Cook Islands,COK,2008,,,,2.33,3,555,20
Cook Islands,COK,2009,,,,2.33,3,555,20
Cook Islands,COK,2010,,,,2.33,4,555,20
Cook Islands,COK,2011,,,,2.33,4,555,20
